,reference,experiment,tuned,raw
0,-0.71,base,-0.31536457,-0.31536457
1,-4.07,base,-0.32501808,-0.32501808
2,-4.76,base,-0.47082198,-0.47082198
3,-0.58,base,-0.24972883,-0.24972883
4,-4.84,base,-0.26894662,-0.26894662
5,-4.59,base,-0.3977401,-0.3977401
6,-2.85,base,-0.19235681,-0.19235681
7,-4.76,base,-0.38194507,-0.38194507
8,-4.6,base,-0.21310891,-0.21310891
9,-4.76,base,-0.27196074,-0.27196074
10,-1.11,base,-0.2612384,-0.2612384
11,-4.84,base,-0.266412,-0.266412
12,-3.76,base,-0.5051532,-0.5051532
13,-4.84,base,-0.23890258,-0.23890258
14,-0.68,base,-0.21549968,-0.21549968
15,-3.83,base,-0.30084115,-0.30084115
16,-2.31,base,-0.2235475,-0.2235475
17,-1.7,base,-0.22916287,-0.22916287
18,-4.84,base,-0.22094595,-0.22094595
19,-4.8,base,-0.35194263,-0.35194263
20,-0.63,base,-0.322785,-0.322785
21,-4.76,base,-0.43398055,-0.43398055
22,-4.76,base,-0.25812158,-0.25812158
23,-4.76,base,-0.35920528,-0.35920528
24,-2.55,base,-0.2383662,-0.2383662
25,-3.53,base,-0.3228137,-0.3228137
26,-2.18,base,-0.30146652,-0.30146652
27,-0.55,base,-0.21509226,-0.21509226
28,-4.84,base,-0.23020042,-0.23020042
29,-4.84,base,-0.32256794,-0.32256794
30,-4.84,base,-0.29506966,-0.29506966
31,-2.17,base,-0.23753104,-0.23753104
32,-4.84,base,-0.5287012,-0.5287012
33,-0.02,base,-0.22674222,-0.22674222
34,-4.76,base,-0.3425468,-0.3425468
35,-4.44,base,-0.40276834,-0.40276834
36,-4.76,base,-0.30397108,-0.30397108
37,-0.88,base,-0.1900223,-0.1900223
38,-4.84,base,-0.38743472,-0.38743472
39,-0.94,base,-0.24694036,-0.24694036
40,-0.05,base,-0.16801946,-0.16801946
41,-0.56,base,-0.24534853,-0.24534853
42,-3.07,base,-0.2635528,-0.2635528
43,-4.76,base,-0.29823586,-0.29823586
44,-4.76,base,-0.23662426,-0.23662426
45,-2.26,base,-0.19528818,-0.19528818
46,-2.12,base,-0.31187353,-0.31187353
47,-2.09,base,-0.32913455,-0.32913455
48,-4.76,base,-0.22882262,-0.22882262
49,-0.49,base,-0.28685144,-0.28685144
50,-1.92,base,-0.19195257,-0.19195257
51,-4.84,base,-0.34301388,-0.34301388
52,0.02,base,-0.28670898,-0.28670898
53,-4.84,base,-0.38772985,-0.38772985
54,-4.84,base,-0.26031733,-0.26031733
55,-4.55,base,-0.316552,-0.316552
56,-4.76,base,-0.2512385,-0.2512385
57,-2.68,base,-0.26680246,-0.26680246
58,-4.76,base,-0.294212,-0.294212
59,-1.72,base,-0.20285676,-0.20285676
60,-4.76,base,-0.33406517,-0.33406517
61,-0.82,base,-0.230155,-0.230155
62,-4.76,base,-0.3737879,-0.3737879
63,-2.19,base,-0.24040112,-0.24040112
64,-1.27,base,-0.243553,-0.243553
65,-4.84,base,-0.2427714,-0.2427714
66,-0.39761904,base,-0.25743186,-0.25743186
67,-2.98,base,-0.35917515,-0.35917515
68,-2.36,base,-0.27896157,-0.27896157
